17	0
16.994	0
16.989	0
16.983	0
16.977	0
16.971	0
16.966	0
16.96	0
16.954	0
16.949	0
16.943	0
16.937	0
16.931	0
16.926	0
16.92	0
16.914	0
16.909	0
16.903	0
16.897	0
16.891	0
16.886	0
16.88	0
16.874	0
16.869	0
16.863	0
16.857	0
16.851	0
16.846	0
16.84	0
16.834	0
16.829	0
16.823	0
16.817	0
16.811	0
16.806	0
16.8	0
16.794	0
16.789	0
16.783	0
16.777	0
16.771	0
16.766	0
16.76	0
16.754	0
16.749	0
16.743	0
16.737	0
16.731	0
16.726	0
16.72	0
16.714	0
16.709	0
16.703	0
16.697	0
16.691	0
16.686	0
16.68	0
16.674	0
16.669	0
16.663	0
16.657	0
16.651	0
16.646	0
16.64	0
16.634	0
16.629	0
16.623	0
16.617	0
16.611	0
16.606	0
16.6	0
16.594	0
16.589	0
16.583	0
16.577	0
16.571	0
16.566	0
16.56	0
16.554	0
16.549	0
16.543	0
16.537	0
16.531	0
16.526	0
16.52	0.0000001
16.514	0.0000001
16.509	0.0000001
16.503	0.0000002
16.497	0.0000002
16.491	0.0000004
16.486	0.0000005
16.48	0.0000007
16.474	0.000001
16.469	0.0000014
16.463	0.0000019
16.457	0.0000026
16.451	0.0000036
16.446	0.000005
16.44	0.0000068
16.434	0.0000092
16.429	0.0000125
16.423	0.0000169
16.417	0.0000228
16.411	0.0000305
16.406	0.0000407
16.4	0.0000541
16.394	0.0000715
16.389	0.0000943
16.383	0.0001238
16.377	0.0001618
16.371	0.0002107
16.366	0.0002733
16.36	0.000353
16.354	0.0004542
16.349	0.000582
16.343	0.0007427
16.337	0.0009441
16.331	0.0011951
16.326	0.0015069
16.32	0.0018924
16.314	0.0023668
16.309	0.0029484
16.303	0.0036581
16.297	0.0045203
16.291	0.0055632
16.286	0.0068193
16.28	0.0083254
16.274	0.0101231
16.269	0.0122595
16.263	0.0147871
16.257	0.0177641
16.251	0.0212545
16.246	0.0253285
16.24	0.0300618
16.234	0.0355363
16.229	0.0418386
16.223	0.0490604
16.217	0.0572974
16.211	0.0666482
16.206	0.077213
16.2	0.0890927
16.194	0.1023866
16.189	0.1171907
16.183	0.1335958
16.177	0.1516846
16.171	0.1715298
16.166	0.1931911
16.16	0.2167125
16.154	0.2421196
16.149	0.2694174
16.143	0.2985868
16.137	0.3295832
16.131	0.3623339
16.126	0.3967369
16.12	0.4326591
16.114	0.4699362
16.109	0.5083722
16.103	0.5477404
16.097	0.5877843
16.091	0.6282198
16.086	0.668738
16.08	0.7090086
16.074	0.7486839
16.069	0.7874038
16.063	0.8248011
16.057	0.860507
16.051	0.8941578
16.046	0.9254002
16.04	0.9538988
16.034	0.9793415
16.029	1.0014458
16.023	1.0199646
16.017	1.0346909
16.011	1.0454624
16.006	1.052165
16	1.0547357
15.994	1.0531641
15.989	1.0474932
15.983	1.0378192
15.977	1.0242903
15.971	1.007104
15.966	0.9865045
15.96	0.9627782
15.954	0.9362491
15.949	0.9072737
15.943	0.8762345
15.937	0.8435348
15.931	0.8095916
15.926	0.7748293
15.92	0.7396738
15.914	0.7045459
15.909	0.6698557
15.903	0.6359973
15.897	0.6033437
15.891	0.5722424
15.886	0.5430119
15.88	0.5159379
15.874	0.4912714
15.869	0.4692263
15.863	0.4499779
15.857	0.4336623
15.851	0.4203759
15.846	0.4101756
15.84	0.4030793
15.834	0.3990668
15.829	0.3980813
15.823	0.400031
15.817	0.4047911
15.811	0.4122059
15.806	0.4220915
15.8	0.4342384
15.794	0.4484145
15.789	0.4643683
15.783	0.4818324
15.777	0.5005265
15.771	0.5201617
15.766	0.5404439
15.76	0.5610778
15.754	0.5817707
15.749	0.6022364
15.743	0.6221992
15.737	0.6413973
15.731	0.6595863
15.726	0.6765428
15.72	0.692067
15.714	0.7059853
15.709	0.7181525
15.703	0.7284536
15.697	0.7368043
15.691	0.7431523
15.686	0.7474768
15.68	0.7497882
15.674	0.7501265
15.669	0.7485603
15.663	0.745184
15.657	0.7401157
15.651	0.7334938
15.646	0.725474
15.64	0.7162256
15.634	0.705928
15.629	0.6947671
15.623	0.6829315
15.617	0.6706091
15.611	0.6579836
15.606	0.6452318
15.6	0.6325203
15.594	0.6200038
15.589	0.6078226
15.583	0.5961015
15.577	0.5849481
15.571	0.5744527
15.566	0.5646877
15.56	0.5557074
15.554	0.547549
15.549	0.5402331
15.543	0.5337643
15.537	0.5281329
15.531	0.5233161
15.526	0.5192793
15.52	0.5159776
15.514	0.5133578
15.509	0.5113594
15.503	0.5099163
15.497	0.5089586
15.491	0.5084133
15.486	0.5082062
15.48	0.5082627
15.474	0.5085089
15.469	0.5088727
15.463	0.5092847
15.457	0.5096786
15.451	0.5099923
15.446	0.5101683
15.44	0.510154
15.434	0.5099027
15.429	0.5093732
15.423	0.5085307
15.417	0.5073468
15.411	0.5057994
15.406	0.5038733
15.4	0.5015597
15.394	0.4988563
15.389	0.4957672
15.383	0.4923024
15.377	0.4884778
15.371	0.4843145
15.366	0.4798383
15.36	0.4750794
15.354	0.4700711
15.349	0.4648502
15.343	0.459455
15.337	0.4539254
15.331	0.4483021
15.326	0.4426254
15.32	0.4369347
15.314	0.4312681
15.309	0.4256614
15.303	0.4201479
15.297	0.4147577
15.291	0.4095177
15.286	0.4044509
15.28	0.3995768
15.274	0.3949113
15.269	0.3904664
15.263	0.3862509
15.257	0.3822704
15.251	0.3785276
15.246	0.3750231
15.24	0.3717551
15.234	0.3687209
15.229	0.3659161
15.223	0.3633363
15.217	0.3609764
15.211	0.3588319
15.206	0.3568984
15.2	0.3551724
15.194	0.3536513
15.189	0.3523334
15.183	0.3512179
15.177	0.3503049
15.171	0.3495955
15.166	0.3490912
15.16	0.3487936
15.154	0.3487049
15.149	0.3488265
15.143	0.3491595
15.137	0.349704
15.131	0.3504587
15.126	0.3514211
15.12	0.3525864
15.114	0.3539481
15.109	0.3554975
15.103	0.3572232
15.097	0.3591117
15.091	0.3611472
15.086	0.3633113
15.08	0.3655836
15.074	0.3679416
15.069	0.3703613
15.063	0.3728169
15.057	0.3752817
15.051	0.3777283
15.046	0.3801288
15.04	0.3824554
15.034	0.3846808
15.029	0.3867785
15.023	0.3887233
15.017	0.3904915
15.011	0.3920617
15.006	0.3934142
15	0.3945325
14.994	0.3954023
14.989	0.3960125
14.983	0.3963552
14.977	0.3964253
14.971	0.3962213
14.966	0.3957446
14.96	0.3949999
14.954	0.3939947
14.949	0.3927395
14.943	0.3912477
14.937	0.3895349
14.931	0.3876191
14.926	0.3855203
14.92	0.3832604
14.914	0.3808625
14.909	0.378351
14.903	0.375751
14.897	0.3730883
14.891	0.3703888
14.886	0.3676782
14.88	0.3649818
14.874	0.3623243
14.869	0.359729
14.863	0.3572181
14.857	0.354812
14.851	0.352529
14.846	0.3503856
14.84	0.3483955
14.834	0.34657
14.829	0.3449174
14.823	0.3434431
14.817	0.3421496
14.811	0.3410361
14.806	0.3400989
14.8	0.339331
14.794	0.3387225
14.789	0.3382609
14.783	0.3379307
14.777	0.3377144
14.771	0.337592
14.766	0.3375422
14.76	0.3375421
14.754	0.3375678
14.749	0.3375952
14.743	0.3375999
14.737	0.3375579
14.731	0.3374461
14.726	0.3372427
14.72	0.3369277
14.714	0.3364827
14.709	0.3358921
14.703	0.3351428
14.697	0.3342244
14.691	0.3331295
14.686	0.3318539
14.68	0.3303963
14.674	0.3287584
14.669	0.3269447
14.663	0.3249627
14.657	0.322822
14.651	0.3205347
14.646	0.3181145
14.64	0.3155769
14.634	0.3129385
14.629	0.3102167
14.623	0.3074297
14.617	0.3045954
14.611	0.3017319
14.606	0.2988566
14.6	0.2959865
14.594	0.2931373
14.589	0.2903237
14.583	0.287559
14.577	0.2848552
14.571	0.2822226
14.566	0.2796701
14.56	0.2772048
14.554	0.2748323
14.549	0.2725567
14.543	0.2703805
14.537	0.2683047
14.531	0.2663291
14.526	0.2644519
14.52	0.2626704
14.514	0.2609807
14.509	0.2593777
14.503	0.2578558
14.497	0.2564082
14.491	0.2550276
14.486	0.2537062
14.48	0.2524354
14.474	0.2512065
14.469	0.2500106
14.463	0.2488383
14.457	0.2476805
14.451	0.2465282
14.446	0.2453723
14.44	0.2442045
14.434	0.2430165
14.429	0.2418009
14.423	0.2405508
14.417	0.2392603
14.411	0.2379242
14.406	0.2365382
14.4	0.2350993
14.394	0.2336051
14.389	0.2320547
14.383	0.2304481
14.377	0.2287861
14.371	0.2270709
14.366	0.2253052
14.36	0.2234929
14.354	0.2216383
14.349	0.2197465
14.343	0.2178232
14.337	0.215874
14.331	0.2139051
14.326	0.2119227
14.32	0.2099327
14.314	0.2079412
14.309	0.2059536
14.303	0.2039751
14.297	0.2020105
14.291	0.2000638
14.286	0.1981388
14.28	0.1962382
14.274	0.1943645
14.269	0.1925194
14.263	0.190704
14.257	0.188919
14.251	0.1871646
14.246	0.1854404
14.24	0.1837459
14.234	0.1820802
14.229	0.1804421
14.223	0.1788304
14.217	0.1772437
14.211	0.1756808
14.206	0.1741404
14.2	0.1726212
14.194	0.1711221
14.189	0.169642
14.183	0.1681803
14.177	0.1667361
14.171	0.1653089
14.166	0.1638984
14.16	0.1625043
14.154	0.1611265
14.149	0.1597648
14.143	0.1584193
14.137	0.1570902
14.131	0.1557774
14.126	0.1544813
14.12	0.1532018
14.114	0.1519392
14.109	0.1506936
14.103	0.149465
14.097	0.1482536
14.091	0.1470593
14.086	0.1458822
14.08	0.1447222
14.074	0.1435793
14.069	0.1424534
14.063	0.1413443
14.057	0.1402518
14.051	0.1391758
14.046	0.1381159
14.04	0.137072
14.034	0.1360436
14.029	0.1350305
14.023	0.134032
14.017	0.1330479
14.011	0.1320775
14.006	0.1311203
14	0.1301756
13.994	0.1292427
13.989	0.1283209
13.983	0.1274094
13.977	0.1265074
13.971	0.1256141
13.966	0.1247286
13.96	0.1238503
13.954	0.1229782
13.949	0.1221117
13.943	0.12125
13.937	0.1203928
13.931	0.1195394
13.926	0.1186894
13.92	0.1178428
13.914	0.1169992
13.909	0.1161588
13.903	0.1153217
13.897	0.1144882
13.891	0.1136586
13.886	0.1128335
13.88	0.1120136
13.874	0.1111995
13.869	0.1103919
13.863	0.1095918
13.857	0.1087998
13.851	0.1080169
13.846	0.1072439
13.84	0.1064814
13.834	0.1057302
13.829	0.1049908
